dataset_id,subject_id,language,age_months,KL
Boni_Unpublished_ordered,92,Tsimane,72,NA
Boni_Unpublished_ordered,93,Tsimane,96,NA
Boni_Unpublished_ordered,94,Tsimane,96,NA
Boni_Unpublished_ordered,95,Tsimane,72,NA
Boni_Unpublished_ordered,96,Tsimane,72,NA
Boni_Unpublished_ordered,97,Tsimane,84,NA
Boni_Unpublished_ordered,98,Tsimane,72,NA
Boni_Unpublished_ordered,99,Tsimane,84,NA
Boni_Unpublished_ordered,100,Tsimane,60,NA
Boni_Unpublished_ordered,101,Tsimane,72,NA
Boni_Unpublished_ordered,102,Tsimane,60,NA
Boni_Unpublished_ordered,103,Tsimane,60,NA
Boni_Unpublished_ordered,104,Tsimane,60,NA
Boni_Unpublished_ordered,105,Tsimane,48,NA
Boni_Unpublished_ordered,106,Tsimane,48,NA
Boni_Unpublished_ordered,107,Tsimane,84,NA
Boni_Unpublished_ordered,108,Tsimane,72,NA
Boni_Unpublished_ordered,109,Tsimane,72,NA
Boni_Unpublished_ordered,110,Tsimane,84,NA
Boni_Unpublished_ordered,111,Tsimane,84,NA
Boni_Unpublished_ordered,112,Tsimane,132,NA
Boni_Unpublished_ordered,127,Tsimane,72,NA
Boni_Unpublished_ordered,128,Tsimane,96,NA
Boni_Unpublished_ordered,129,Tsimane,48,NA
Boni_Unpublished_ordered,130,Tsimane,60,NA
Boni_Unpublished_ordered,131,Tsimane,72,NA
Boni_Unpublished_random,1,Tsimane,108,NA
Boni_Unpublished_random,2,Tsimane,72,NA
Boni_Unpublished_random,3,Tsimane,60,NA
Boni_Unpublished_random,4,Tsimane,72,NA
Boni_Unpublished_random,5,Tsimane,60,NA
Boni_Unpublished_random,8,Tsimane,48,NA
Boni_Unpublished_random,9,Tsimane,48,NA
Boni_Unpublished_random,10,Tsimane,72,NA
Boni_Unpublished_random,11,Tsimane,84,NA
Boni_Unpublished_random,12,Tsimane,96,NA
Boni_Unpublished_random,13,Tsimane,72,NA
Boni_Unpublished_random,14,Tsimane,84,NA
Boni_Unpublished_random,15,Tsimane,84,NA
Boni_Unpublished_random,17,Tsimane,84,NA
Boni_Unpublished_random,18,Tsimane,84,NA
Boni_Unpublished_random,19,Tsimane,72,NA
Boni_Unpublished_random,20,Tsimane,48,NA
Boni_Unpublished_random,21,Tsimane,84,NA
Boni_Unpublished_random,22,Tsimane,96,NA
Boni_Unpublished_random,25,Tsimane,72,NA
Boni_Unpublished_random,27,Tsimane,60,NA
Boni_Unpublished_random,28,Tsimane,72,NA
Boni_Unpublished_random,29,Tsimane,72,NA
Boni_Unpublished_random,30,Tsimane,72,NA
Boni_Unpublished_random,31,Tsimane,84,NA
Boni_Unpublished_random,32,Tsimane,96,NA
Boni_Unpublished_random,33,Tsimane,84,NA
Boni_Unpublished_random,34,Tsimane,84,NA
Boni_Unpublished_random,35,Tsimane,84,NA
Boni_Unpublished_random,36,Tsimane,96,NA
Boni_Unpublished_random,37,Tsimane,96,NA
Boni_Unpublished_random,38,Tsimane,72,NA
Boni_Unpublished_random,39,Tsimane,84,NA
Boni_Unpublished_random,40,Tsimane,96,NA
Boni_Unpublished_random,41,Tsimane,72,NA
Boni_Unpublished_random,42,Tsimane,96,NA
Boni_Unpublished_random,43,Tsimane,96,NA
Boni_Unpublished_random,44,Tsimane,84,NA
Boni_Unpublished_random,45,Tsimane,60,NA
Boni_Unpublished_random,46,Tsimane,96,NA
Boni_Unpublished_random,47,Tsimane,96,NA
Boni_Unpublished_random,48,Tsimane,84,NA
Boni_Unpublished_random,49,Tsimane,84,NA
Boni_Unpublished_random,50,Tsimane,96,NA
Boni_Unpublished_random,52,Tsimane,48,NA
Boni_Unpublished_random,53,Tsimane,72,NA
Boni_Unpublished_random,55,Tsimane,72,NA
Boni_Unpublished_random,56,Tsimane,72,NA
Boni_Unpublished_random,57,Tsimane,72,NA
Boni_Unpublished_random,58,Tsimane,60,NA
Boni_Unpublished_random,59,Tsimane,96,NA
Boni_Unpublished_random,60,Tsimane,84,NA
Boni_Unpublished_random,61,Tsimane,60,NA
Boni_Unpublished_random,62,Tsimane,84,NA
Boni_Unpublished_random,63,Tsimane,84,NA
Boni_Unpublished_random,64,Tsimane,96,NA
Boni_Unpublished_random,65,Tsimane,48,NA
Boni_Unpublished_random,66,Tsimane,60,NA
Boni_Unpublished_random,67,Tsimane,96,NA
Boni_Unpublished_random,69,Tsimane,96,NA
Boni_Unpublished_random,70,Tsimane,84,NA
Boni_Unpublished_random,71,Tsimane,84,NA
Boni_Unpublished_random,73,Tsimane,84,NA
Boni_Unpublished_random,74,Tsimane,72,NA
Boni_Unpublished_random,75,Tsimane,96,NA
Boni_Unpublished_random,76,Tsimane,84,NA
Boni_Unpublished_random,77,Tsimane,84,NA
Boni_Unpublished_random,81,Tsimane,96,NA
Boni_Unpublished_random,82,Tsimane,96,NA
Boni_Unpublished_random,83,Tsimane,72,NA
Boni_Unpublished_random,88,Tsimane,72,NA
Boni_Unpublished_random,89,Tsimane,96,NA
Boni_Unpublished_random,90,Tsimane,96,NA
Boni_Unpublished_random,91,Tsimane,84,NA
Boni_Unpublished_random,92,Tsimane,72,NA
Boni_Unpublished_random,93,Tsimane,96,NA
Boni_Unpublished_random,94,Tsimane,96,NA
Boni_Unpublished_random,95,Tsimane,72,NA
Boni_Unpublished_random,96,Tsimane,72,NA
Boni_Unpublished_random,97,Tsimane,84,NA
Boni_Unpublished_random,98,Tsimane,72,NA
Boni_Unpublished_random,99,Tsimane,84,NA
Boni_Unpublished_random,100,Tsimane,60,NA
Boni_Unpublished_random,101,Tsimane,72,NA
Boni_Unpublished_random,102,Tsimane,60,NA
Boni_Unpublished_random,103,Tsimane,60,NA
Boni_Unpublished_random,104,Tsimane,60,NA
Boni_Unpublished_random,105,Tsimane,48,NA
Boni_Unpublished_random,106,Tsimane,48,NA
Boni_Unpublished_random,107,Tsimane,84,NA
Boni_Unpublished_random,108,Tsimane,72,NA
Boni_Unpublished_random,109,Tsimane,72,NA
Boni_Unpublished_random,110,Tsimane,84,NA
Boni_Unpublished_random,111,Tsimane,84,NA
Boni_Unpublished_random,112,Tsimane,132,NA
Boni_Unpublished_random,127,Tsimane,72,NA
Boni_Unpublished_random,128,Tsimane,96,NA
Boni_Unpublished_random,129,Tsimane,48,NA
Boni_Unpublished_random,130,Tsimane,60,NA
Boni_Unpublished_random,131,Tsimane,72,NA
Schneider_Barner_UnderReview,one-one_4,English,49,CP
Schneider_Barner_UnderReview,one-one_7,English,47,4
Schneider_Barner_UnderReview,one-one_8,English,43,4
Schneider_Barner_UnderReview,one-one_9,English,51,CP
Schneider_Barner_UnderReview,one-one_10,English,46,CP
Schneider_Barner_UnderReview,one-one_11,English,43,5
Schneider_Barner_UnderReview,one-one_12,English,39,2
Schneider_Barner_UnderReview,one-one_13,English,61,CP
Schneider_Barner_UnderReview,one-one_14,English,48,3
Schneider_Barner_UnderReview,one-one_15,English,48,4
Schneider_Barner_UnderReview,one-one_16,English,52,CP
Schneider_Barner_UnderReview,one-one_17,English,55,CP
Schneider_Barner_UnderReview,one-one_18,English,44,3
Schneider_Barner_UnderReview,one-one_19,English,40,4
Schneider_Barner_UnderReview,one-one_20,English,53,CP
Schneider_Barner_UnderReview,one-one_21,English,44,1
Schneider_Barner_UnderReview,one-one_22,English,45,CP
Schneider_Barner_UnderReview,one-one_26,English,54,CP
Schneider_Barner_UnderReview,one-one_27,English/Portugese,50,CP
Schneider_Barner_UnderReview,one-one_28,English,56,CP
Schneider_Barner_UnderReview,one-one_30,English,56,CP
Schneider_Barner_UnderReview,one-one_31,English,59,CP
Schneider_Barner_UnderReview,one-one_32,English,39,3
Schneider_Barner_UnderReview,one-one_33,English,59,CP
Schneider_Barner_UnderReview,one-one_34,English,40,CP
Schneider_Barner_UnderReview,one-one_35,English,43,CP
Schneider_Barner_UnderReview,one-one_36,English,46,CP
Schneider_Barner_UnderReview,one-one_37,English,47,CP
Schneider_Barner_UnderReview,one-one_38,English,49,CP
Schneider_Barner_UnderReview,one-one_39,English,49,2
Schneider_Barner_UnderReview,one-one_40,English,49,CP
Schneider_Barner_UnderReview,one-one_41,English,60,CP
Schneider_Barner_UnderReview,one-one_42,English,61,CP
Schneider_Barner_UnderReview,one-one_43,English,53,CP
Schneider_Barner_UnderReview,one-one_44,English,52,CP
Schneider_Barner_UnderReview,one-one_45,English,51,CP
Schneider_Barner_UnderReview,one-one_46,English,44,CP
Schneider_Barner_UnderReview,one-one_49,English,47,3
Schneider_Barner_UnderReview,one-one_50,English,37,2
Schneider_Barner_UnderReview,one-one_51,English,55,CP
Schneider_Barner_UnderReview,one-one_52,English/Spanish,42,2
Schneider_Barner_UnderReview,one-one_54,English,42,2
Schneider_Barner_UnderReview,one-one_55,English,45,1
Schneider_Barner_UnderReview,one-one_56,English,45,CP
Schneider_Barner_UnderReview,one-one_57,English,54,4
Schneider_Barner_UnderReview,one-one_58,English,53,CP
Schneider_Barner_UnderReview,one-one_59,English,58,CP
Schneider_Barner_UnderReview,one-one_60,English,57,CP
Schneider_Barner_UnderReview,one-one_61,English,53,CP
Schneider_Barner_UnderReview,one-one_62,English,42,CP
Schneider_Barner_UnderReview,one-one_63,English,48,CP
Schneider_Barner_UnderReview,one-one_64,English,58,CP
Schneider_Barner_UnderReview,one-one_65,English,58,CP
Schneider_Barner_UnderReview,one-one_66,English,48,CP
Schneider_Barner_UnderReview,one-one_68,English,50,1
Schneider_Barner_UnderReview,one-one_69,English,44,2
Schneider_Barner_UnderReview,one-one_70,English,44,3
Schneider_Barner_UnderReview,one-one_71,English,53,CP
Schneider_Barner_UnderReview,one-one_72,English,40,4
Schneider_Barner_UnderReview,one-one_73,English,55,CP
Schneider_Barner_UnderReview,one-one_74,English,40,4
Schneider_Barner_UnderReview,one-one_75,English,51,CP
Schneider_Barner_UnderReview,one-one_77,English,47,1
Schneider_Barner_UnderReview,one-one_78,English,47,1
Schneider_Barner_UnderReview,one-one_79,English,47,1
Schneider_Barner_UnderReview,one-one_80,English,37,2
Schneider_Barner_UnderReview,one-one_81,English,42,CP
Schneider_Barner_UnderReview,one-one_82,English,39,CP
Schneider_Barner_UnderReview,one-one_83,English,47,4
Schneider_Barner_UnderReview,one-one_84,English,59,CP
Schneider_Barner_UnderReview,one-one_85,English,47,2
Schneider_Barner_UnderReview,one-one_87,English,42,2
Schneider_Barner_UnderReview,one-one_88,English,44,5
Schneider_Barner_UnderReview,one-one_89,English,50,CP
Schneider_Barner_UnderReview,one-one_90,English,45,2
Schneider_Barner_UnderReview,one-one_91,English,43,2
Schneider_Barner_UnderReview,one-one_92,English,36,1
Schneider_Barner_UnderReview,one-one_93,English,58,CP
Schneider_Barner_UnderReview,one-one_94,English,59,CP
Schneider_Barner_UnderReview,one-one_96,English,59,CP
Schneider_Barner_UnderReview,one-one_97,English,39,2
Schneider_Barner_UnderReview,one-one_98,English,50,CP
Schneider_Barner_UnderReview,one-one_99,English,44,CP
Schneider_Barner_UnderReview,one-one_100,English,41,2
Schneider_Barner_UnderReview,one-one_104,English,49,CP
Schneider_Barner_UnderReview,one-one_105,English,43,3
Schneider_Barner_UnderReview,one-one_106,English,47,3
Schneider_Barner_UnderReview,one-one_107,English,56,5
Schneider_Barner_UnderReview,one-one_108,English,53,CP
Schneider_Barner_UnderReview,one-one_109,English,50,CP
Schneider_Barner_UnderReview,one-one_110,English,41,3
Schneider_Barner_UnderReview,one-one_111,English,50,2
Schneider_Barner_UnderReview,one-one_112,English,39,2
Schneider_Barner_UnderReview,one-one_113,English,53,3
Schneider_Barner_UnderReview,one-one_114,English,41,2
Schneider_Barner_UnderReview,one-one_115,English,57,CP
Schneider_Barner_UnderReview,one-one_116,English,51,CP
Schneider_Barner_UnderReview,one-one_117,English,44,2
Schneider_Barner_UnderReview,one-one_118,English,54,CP
Schneider_Barner_UnderReview,one-one_119,English,45,2
Schneider_Barner_UnderReview,one-one_120,English,43,2
Schneider_Barner_UnderReview,one-one_121,English,44,3
Schneider_Barner_UnderReview,one-one_122,English,38,2
Schneider_Barner_UnderReview,one-one_123,English,43,4
Schneider_Barner_UnderReview,one-one_124,English,41,2
Schneider_Barner_UnderReview,one-one_125,English,38,0
Schneider_Barner_UnderReview,one-one_126,English,43,2
Schneider_Barner_UnderReview,one-one_127,English,45,1
Schneider_Barner_UnderReview,one-one_129,English,43,CP
Schneider_Barner_UnderReview,one-one_130,English,54,2
Schneider_Barner_UnderReview,one-one_131,English,40,2
Schneider_Barner_UnderReview,one-one_132,English,44,CP
Schneider_Barner_UnderReview,one-one_133,English,51,4
Schneider_Barner_UnderReview,one-one_134,English,47,2
Schneider_Barner_UnderReview,one-one_136,English,39,2
Schneider_Barner_UnderReview,one-one_137,English,50,3
Schneider_Barner_UnderReview,one-one_138,English,46,2
Schneider_Barner_UnderReview,one-one_139,English,61,4
Schneider_Barner_UnderReview,one-one_140,English,47,3
Schneider_Barner_UnderReview,one-one_141,English,43,CP
Schneider_Barner_UnderReview,one-one_142,English,38,1
Schneider_Barner_UnderReview,one-one_143,English,41,CP
Schneider_Barner_UnderReview,one-one_144,English,47,3
Schneider_Barner_UnderReview,one-one_145,English,52,CP
Schneider_Barner_UnderReview,one-one_146,English,42,2
Schneider_Barner_UnderReview,one-one_147,English,39,3
Schneider_Barner_UnderReview,one-one_148,English,42,4
Schneider_Barner_UnderReview,one-one_149,English,49,3
Schneider_Barner_UnderReview,one-one_150,English,42,0
Schneider_Barner_UnderReview,one-one_151,English,52,5
Schneider_Barner_UnderReview,one-one_153,English,46,CP
Schneider_Barner_UnderReview,one-one_154,English,40,1
Schneider_Barner_UnderReview,one-one_155,English,40,0
Schneider_Barner_UnderReview,one-one_157,English,42,1
Schneider_Barner_UnderReview,one-one_159,English,38,CP
Schneider_Barner_UnderReview,one-one_160,English,36,CP
Schneider_Barner_UnderReview,one-one_162,English,52,CP
Schneider_Barner_UnderReview,one-one_164,English,53,CP
Schneider_Barner_UnderReview,one-one_165,English,47,CP
Schneider_Barner_UnderReview,one-one_166,English,44,CP
Schneider_Barner_UnderReview,one-one_168,English,49,CP
Schneider_Barner_UnderReview,one-one_169,English,56,CP
Schneider_Barner_UnderReview,one-one_172,English,45,CP
Schneider_Barner_UnderReview,one-one_173,English,41,CP
Schneider_Barner_UnderReview,100519-E2,English,39,CP
Schneider_Barner_UnderReview,100619-G,English,51,CP
Schneider_Barner_UnderReview,100619-LY,English,38,2
Schneider_Barner_UnderReview,100619-J,English,44,3
Schneider_Barner_UnderReview,100619-EV,English,39,CP
Schneider_Barner_UnderReview,101419-AR,English,56,CP
Schneider_Barner_UnderReview,101419-CP,English,43,1
Schneider_Barner_UnderReview,101919-MW,English,47,CP
Schneider_Barner_UnderReview,101919-MN,English,47,CP
Schneider_Barner_UnderReview,101919-E,English,60,CP
Schneider_Barner_UnderReview,101919-SL,English,55,4
Schneider_Barner_UnderReview,102719-I,English,56,CP
Schneider_Barner_UnderReview,102619-M,English,49,CP
Schneider_Barner_UnderReview,102619-H,English,53,CP
Schneider_Barner_UnderReview,102719-E,English,53,CP
Schneider_Barner_UnderReview,110219-LC,English,41,CP
Schneider_Barner_UnderReview,110219-KS,English,52,4
Schneider_Barner_UnderReview,110219-MH,English,58,CP
Schneider_Barner_UnderReview,110319-A,English,41,3
Schneider_Barner_UnderReview,110219-K,English,55,CP
Schneider_Barner_UnderReview,110219-G,English,52,CP
Schneider_Barner_UnderReview,110219-MR,English,51,CP
Schneider_Barner_UnderReview,110219-ZL,English,52,CP
Schneider_Barner_UnderReview,111019-L,English,52,4
Schneider_Barner_UnderReview,111019-M,English,54,CP
Schneider_Barner_UnderReview,111019-C,English,38,CP
Schneider_Barner_UnderReview,112219-D,English,59,CP
Schneider_Barner_UnderReview,112219-F,English,52,2
Schneider_Barner_UnderReview,112219-L,English,50,3
Schneider_Barner_UnderReview,112219-E,English,55,CP
Schneider_Barner_UnderReview,112319-NM,English,44,CP
Schneider_Barner_UnderReview,112319-LM,English,44,4
Schneider_Barner_UnderReview,112319-A,English,60,CP
Schneider_Barner_UnderReview,112319-LD,English,56,CP
Schneider_Barner_UnderReview,112319-J,English,39,2
Schneider_Barner_UnderReview,112319-LW,English,41,1
Schneider_Barner_UnderReview,102619-NI,English,49,CP
Schneider_Barner_UnderReview,112419-W,English,47,CP
Schneider_Barner_UnderReview,113019-K,English,44,CP
Schneider_Barner_UnderReview,113019-G,English,52,CP
Schneider_Barner_UnderReview,113019-M,English,54,3
Schneider_Barner_UnderReview,113019-LK,English,61,CP
Schneider_Barner_UnderReview,113019-S2,English,48,5
Schneider_Barner_UnderReview,113019-MD,English,53,CP
Schneider_Barner_UnderReview,112119-LM,English,38,2
Schneider_Barner_UnderReview,112119-SK,English,55,0
Schneider_Barner_UnderReview,112119-ZM,English,40,CP
Schneider_Barner_UnderReview,112119-RM,English,51,CP
Schneider_Barner_UnderReview,112619-NM,English,52,CP
Schneider_Barner_UnderReview,112619-NiM,English,51,CP
Schneider_Barner_UnderReview,112619-LG,English,50,CP
Schneider_Barner_UnderReview,112619-AS,English,49,4
Schneider_Barner_UnderReview,121519-GG,English,46,CP
Schneider_Barner_UnderReview,11220-I,English,51,CP
Schneider_Barner_UnderReview,11220-B (no video),English,59,CP
Schneider_Barner_UnderReview,11920-NP,English,37,2
Schneider_Barner_UnderReview,11920-G,English,40,CP
Schneider_Barner_UnderReview,11920-R,English,56,CP
Schneider_Barner_UnderReview,12620-Z,English,54,CP
Schneider_Barner_UnderReview,12620-J,English,47,5
Schneider_Barner_UnderReview,12620-H,English,53,CP
Schneider_Barner_UnderReview,12620-H2,English,48,CP
Schneider_Barner_UnderReview,12620-L,English,49,4
Schneider_Barner_UnderReview,2220-A,English,46,CP
Schneider_Barner_UnderReview,2220-I,English,59,CP
Schneider_Barner_UnderReview,2220-P,English,39,CP
Schneider_Barner_UnderReview,020520-JB,English,43,1
Schneider_Barner_UnderReview,020520-AM,English,45,0
Schneider_Barner_UnderReview,020520-EM,English,44,0
Schneider_Barner_UnderReview,020520-DE,English,46,3
Schneider_Barner_UnderReview,020520-EMH,English,48,1
Schneider_Barner_UnderReview,020520-JB2,English,38,3
Schneider_Barner_UnderReview,020520-DL,English,47,0
Schneider_Barner_UnderReview,020520-JZ,English,46,1
Schneider_Barner_UnderReview,020520-SJ,English,48,0
Schneider_Barner_UnderReview,020520-EC,English,57,CP
Schneider_Barner_UnderReview,020520-AS,English,60,CP
Schneider_Barner_UnderReview,020720-Q,English,59,CP
Schneider_Barner_UnderReview,020720-J,English,52,CP
Schneider_Barner_UnderReview,020720-T,English,47,CP
Schneider_Barner_UnderReview,020720-T2,English,53,CP
Schneider_Barner_UnderReview,020720-K,English,61,CP
Schneider_Barner_UnderReview,020720-E,English,56,CP
Schneider_Barner_UnderReview,020720-JO,English,49,4
Schneider_Barner_UnderReview,020720-AM,English,47,2
Schneider_Barner_UnderReview,020720-LM,English,49,5
Schneider_Barner_UnderReview,020720-TS,English,47,3
Schneider_Barner_UnderReview,020720-CVC,English,65,CP
Schneider_Barner_UnderReview,020720-SJ,English,52,CP
Schneider_Barner_UnderReview,020720-PT,English,56,CP
Schneider_Barner_2021,022619-ER,English,36,1
Schneider_Barner_2021,022619-LD,English,39,2
Schneider_Barner_2021,022619-LR,English,33,1
Schneider_Barner_2021,022619-RG,English,35,1
Schneider_Barner_2021,022619-T,English,41,2
Schneider_Barner_2021,022619-D,English,32,1
Schneider_Barner_2021,022619-D,English,32,3
Schneider_Barner_2021,022719-B,English,43,2
Schneider_Barner_2021,022719-CH,English,41,3
Schneider_Barner_2021,022719-CL,English,41,1
Schneider_Barner_2021,022719-J,English,44,3
Schneider_Barner_2021,022719-JM,English,39,2
Schneider_Barner_2021,022719-M,English,36,3
Schneider_Barner_2021,022719-PL,English,45,2
Schneider_Barner_2021,022719-SW,English,43,2
Schneider_Barner_2021,022819-ED,English,34,1
Schneider_Barner_2021,022819-AH,English,44,3
Schneider_Barner_2021,022819-AM,English,38,3
Schneider_Barner_2021,022819-AM2,English,43,CP
Schneider_Barner_2021,022819-BT,English,41,2
Schneider_Barner_2021,022819-H,English,38,1
Schneider_Barner_2021,022819-HP,English,43,3
Schneider_Barner_2021,022819-ZF,English,40,2
Schneider_Barner_2021,030119-AD,English,44,CP
Schneider_Barner_2021,030119-B,English,47,2
Schneider_Barner_2021,030119-HR,English,46,2
Schneider_Barner_2021,030119-L,English,47,3
Schneider_Barner_2021,030119-S,English,42,CP
Schneider_Barner_2021,030119-S2,English,38,1
Schneider_Barner_2021,030119-SW,English,41,CP
Schneider_Barner_2021,030419-A,English,33,1
Schneider_Barner_2021,030419-F,English,33,1
Schneider_Barner_2021,030419-H,English,47,3
Schneider_Barner_2021,030419-LM,English,39,3
Schneider_Barner_2021,030419-OH,English,49,2
Schneider_Barner_2021,030519-JH,English,46,CP
Schneider_Barner_2021,030519-K,English,40,1
Schneider_Barner_2021,030519-OB1,English,42,2
Schneider_Barner_2021,030519-OB2,English,42,2
Schneider_Barner_2021,030519-OB3,English,44,CP
Schneider_Barner_2021,030619-E,English,41,3
Schneider_Barner_2021,030619-J,English,49,1
Schneider_Barner_2021,030619-K,English,36,1
Schneider_Barner_2021,030619-L,English,43,1
Schneider_Barner_2021,030619-L2,English,39,1
Schneider_Barner_2021,030619-M,English,44,1
Schneider_Barner_2021,030619-M2,English,45,CP
Schneider_Barner_2021,030619-M3,English,41,3
Schneider_Barner_2021,030619-Q,English,43,CP
Schneider_Barner_2021,030619-S,English,27,1
Schneider_Barner_2021,030619-T,English,46,4
Schneider_Barner_2021,030719-HM,English,48,CP
Schneider_Barner_2021,031219-RM,English,43,CP
Schneider_Barner_2021,031819-MS,English,48,CP
Schneider_Barner_2021,031819-IG,English,36,CP
Schneider_Barner_2021,031819-PM,English,38,CP
Schneider_Barner_2021,032519-T,English,45,CP
Schneider_Barner_2021,032519-V,English,44,CP
Schneider_Barner_2021,032619-D,English,36,CP
Schneider_Barner_2021,032619-B,English,47,CP
Schneider_Barner_2021,032619-E,English,45,2
Schneider_Barner_2021,032619-W,English,42,2
Schneider_Barner_2021,032619-G,English,37,1
Schneider_Barner_2021,032719-G,English,46,CP
Schneider_Barner_2021,032919-C,English,39,2
Schneider_Barner_2021,032919-W,English,36,2
Schneider_Barner_2021,032919-K,English,44,2
Schneider_Barner_2021,040319-M,English,41,CP
Schneider_Barner_2021,040219-NS,English,44,CP
Schneider_Barner_2021,040219-JQ,English,43,3
Schneider_Barner_2021,040219-AT,English,43,4
Schneider_Barner_2021,040219-A,English,43,3
Schneider_Barner_2021,041719-MS,English,38,CP
Schneider_Barner_2021,041719-CR,English,48,CP
Schneider_Barner_2021,041719-E,English,42,CP
Schneider_Barner_2021,041719-LC,English,41,CP
Schneider_Barner_2021,071519-OL,English,39,2
Schneider_Barner_2021,071219-BG,English,30,2
Schneider_Barner_2021,071019-W,English,45,CP
Schneider_Barner_2021,071019-TR,English,47,CP
Schneider_Barner_2021,071019-S,English,46,1
Schneider_Barner_2021,071019-S2,English,32,4
Schneider_Barner_2021,071019-MF,English,43,CP
Schneider_Barner_2021,071019-K,English,43,CP
Schneider_Barner_2021,071019-C,English,41,2
Schneider_Barner_2021,070919-GR,English,36,2
Schneider_Barner_2021,070319-ZA,English,47,CP
Schneider_Barner_2021,070319-AA,English,47,CP
Schneider_Barner_2021,070219-SP,English,32,3
Schneider_Barner_2021,070119-L,English,41,CP
Schneider_Barner_2021,070119-KT,English,47,CP
Schneider_Barner_2021,062819-OF,English,46,2
Schneider_Barner_2021,062819-GS,English,37,1
Schneider_Barner_2021,062819-CB,English,47,CP
Schneider_Barner_2021,062719-GA,English,46,CP
Schneider_Barner_2021,062719-AL,English,47,5
Schneider_Barner_2021,062719-AC,English,46,CP
Schneider_Barner_2021,062519-AD,English,39,4
Schneider_Barner_2021,062419-MB,English,43,CP
Schneider_Barner_2021,062119-RM,English,31,1
Schneider_Barner_2021,062119-EG,English,29,1
Schneider_Barner_2021,061219-OM,English,45,2
Schneider_Barner_2021,061219-NZ,English,29,1
Schneider_Barner_2021,061219-LE,English,30,2
Schneider_Barner_2021,061219-L,English,45,2
Schneider_Barner_2021,061219-KH,English,38,3
Schneider_Barner_2021,061219-IS,English,31,3
Schneider_Barner_2021,061219-G,English,45,CP
Schneider_Barner_2021,061219-FL,English,33,CP
Schneider_Barner_2021,061219-DV,English,40,1
Schneider_Barner_2021,061219-DC,English,48,CP
Schneider_Barner_2021,061219-BH,English,29,1
Schneider_Barner_2021,061219-AL,English,32,3
Schneider_Barner_2021,061119-RB,English,38,2
Schneider_Barner_2021,060719-MV,English,37,CP
Schneider_Barner_2021,060619-V,English,36,2
Schneider_Barner_2021,060619-CH,English,37,1
Schneider_Barner_2021,060519-S,English,47,CP
Schneider_Barner_2021,060519-B,English,47,1
Schneider_Barner_2021,060419-R,English,37,2
Schneider_Barner_2021,060419-K1,English,40,1
Schneider_Barner_2021,060419-JB,English,39,2
Schneider_Barner_2021,060419-J1,English,29,2
Schneider_Barner_2021,060419-B,English,39,1
Schneider_Barner_2021,053119-MK,English,45,CP
Schneider_Barner_2021,053119-KO,English,40,2
Schneider_Barner_2021,053119-EM,English,42,CP
Schneider_Barner_2021,053119-CF,English,42,CP
Schneider_Barner_2021,053119-AM,English,46,2
Schneider_Barner_2021,052819-LC,English,45,3
Schneider_Barner_2021,052219-HF,English,27,3
Schneider_Barner_2021,051719-J,English,46,CP
Schneider_Barner_2021,051719-AM,English,32,1
Schneider_Barner_2021,051519-OB,English,38,2
Schneider_Barner_2021,050819-C,English,44,CP
Schneider_Barner_2021,050719-SW,English,49,CP
Schneider_Barner_2021,042919-MF,English,32,1
Schneider_Barner_2021,042919-BQ,English,33,1
Schneider_Barner_2021,042919-BP,English,46,CP
Schneider_Barner_2021,042519-MG,English,37,CP
Schneider_Barner_2021,042419-M,English,36,2
Schneider_Barner_2021,042419-HW,English,45,4
Schneider_Barner_2021,042419-E,English,40,4
Schneider_Barner_2021,041819-DS,English,47,CP
Schneider_Barner_2021,041719-SK,English,36,3
Schneider_Barner_2021,041719-RO,English,42,CP
Schneider_Barner_2021,041719-NJ,English,44,1
Schneider_Barner_2021,041719-JA,English,48,4
Schneider_Barner_2021,041719-BD,English,47,CP
Schneider_Barner_Unpublished,120519-WD,English,57,CP
Schneider_Barner_Unpublished,120519-MN,English,56,CP
Schneider_Barner_Unpublished,120519-AY,English,53,CP
Schneider_Barner_Unpublished,120519-AS,English,57,CP
Schneider_Barner_Unpublished,120519-BR,English,56,4
Schneider_Barner_Unpublished,120519-N,English,63,CP
Schneider_Barner_Unpublished,120519-IP,English,63,4
Schneider_Barner_Unpublished,120719-125,English,50,2
Schneider_Barner_Unpublished,120719-63,English,45,1
Schneider_Barner_Unpublished,120719-110,English,73,CP
Schneider_Barner_Unpublished,120719-116,English,68,CP
Schneider_Barner_Unpublished,120719-12,English,47,CP
Schneider_Barner_Unpublished,120719-62,English,58,CP
Schneider_Barner_Unpublished,121619-OP,English,70,CP
Schneider_Barner_Unpublished,010720-S2,English,43,4
Schneider_Barner_Unpublished,010720-M,English,53,CP
Schneider_Barner_Unpublished,010720-C,English,66,CP
Schneider_Barner_Unpublished,010620-S,English,52,CP
Schneider_Barner_Unpublished,010620-C,English,59,CP
Schneider_Barner_Unpublished,010620-C2,English,71,CP
Schneider_Barner_Unpublished,010620-E,English,55,CP
Schneider_Barner_Unpublished,010620-J,English,61,CP
Schneider_Barner_Unpublished,011620-EP,English,46,3
Schneider_Barner_Unpublished,011620-OC,English,47,CP
Schneider_Barner_Unpublished,011620-BT,English,59,4
Schneider_Barner_Unpublished,011620-TR,English,41,3
Schneider_Barner_Unpublished,011620-CF,English,50,4
