SubjID,Age.Mo,Age.Yr,Gender,Give.N.Method,GNtitrated_method,1.GNtitrated_request,1.GNtitrated_answer,1.GNtitrated_KL,2.GNtitrated_request,2.GNtitrated_answer,2.GNtitrated_KL,Exclusion,Comment,NoMatch_KL_dir,NoMatch_gap
071918-DP,37,3.150684932,M,titrated,2,3,2,1k,3,4,1k,no,,,
071918-DP,37,3.150684932,M,titrated,2,2,8,1k,2,3,1k,no,,,
071918-DP,37,3.150684932,M,titrated,2,1,1,1k,1,1,1k,no,,,
071918-DP,37,3.150684932,M,titrated,2,2,4,1k,2,3,1k,no,,,
071918-DP,37,3.150684932,M,titrated,2,1,3,1k,1,1,1k,no,,,
071918-GP,41,3.438356164,M,titrated,2,1,1,CP,1,1,5k,no,,decrease,1
071918-GP,41,3.438356164,M,titrated,2,2,2,CP,2,2,5k,no,,decrease,1
071918-GP,41,3.438356164,M,titrated,2,3,3,CP,3,3,5k,no,,decrease,1
071918-GP,41,3.438356164,M,titrated,2,4,4,CP,4,4,5k,no,,decrease,1
071918-GP,41,3.438356164,M,titrated,2,5,5,CP,5,7,5k,no,,decrease,1
071918-GP,41,3.438356164,M,titrated,2,6,6,CP,4,4,5k,no,,decrease,1
071918-GP,41,3.438356164,M,titrated,2,,,CP,5,5,5k,no,,decrease,1
071918-GP,41,3.438356164,M,titrated,2,,,CP,6,3,5k,no,,decrease,1
071918-GP,41,3.438356164,M,titrated,2,,,CP,5,5,5k,no,,decrease,1
072018-CS,35,2.816438356,M,titrated,2,1,1,0k,1,1,0k,no,,,
072018-CS,35,2.816438356,M,titrated,2,2,2,0k,2,8,0k,no,,,
072018-CS,35,2.816438356,M,titrated,2,3,2,0k,1,1,0k,no,,,
072018-CS,35,2.816438356,M,titrated,2,2,1,0k,2,1,0k,no,,,
072018-CS,35,2.816438356,M,titrated,2,1,2,0k,1,2,0k,no,,,
072018-CS,35,2.816438356,M,titrated,2,1,2,0k,,,0k,no,,,
072018-LM,34,2.890410959,M,titrated,2,1,8,2k,1,1,2k,no,,,
072018-LM,34,2.890410959,M,titrated,2,2,2,2k,2,2,2k,no,,,
072018-LM,34,2.890410959,M,titrated,2,3,5,2k,3,4,2k,no,,,
072018-LM,34,2.890410959,M,titrated,2,2,2,2k,2,2,2k,no,,,
072018-LM,34,2.890410959,M,titrated,2,3,5,2k,3,8,2k,no,,,
072018-LM,34,2.890410959,M,titrated,2,2,2,2k,2,2,2k,no,,,
072018-LM,34,2.890410959,M,titrated,2,1,1,2k,1,1,2k,no,,,
072318-EJ,38,3.202739726,F,titrated,2,1,1,1k,1,1,1k,no,,,
072318-EJ,38,3.202739726,F,titrated,2,2,3,1k,2,2,1k,no,,,
072318-EJ,38,3.202739726,F,titrated,2,1,1,1k,3,2,1k,no,,,
072318-EJ,38,3.202739726,F,titrated,2,2,2,1k,2,6,1k,no,,,
072318-EJ,38,3.202739726,F,titrated,2,3,2,1k,1,1,1k,no,,,
072318-EJ,38,3.202739726,F,titrated,2,2,3,1k,2,3,1k,no,,,
072318-EJ,38,3.202739726,F,titrated,2,1,1,1k,1,1,1k,no,,,
072318-EJ,38,3.202739726,F,titrated,2,,,1k,2,3,1k,no,,,
072318-CA,44,3.679452055,M,titrated,2,1,1,3k,1,1,3k,no,,,
072318-CA,44,3.679452055,M,titrated,2,2,2,3k,2,2,3k,no,,,
072318-CA,44,3.679452055,M,titrated,2,3,3,3k,3,3,3k,no,,,
072318-CA,44,3.679452055,M,titrated,2,4,5,3k,4,5,3k,no,,,
072318-CA,44,3.679452055,M,titrated,2,3,3,3k,3,3,3k,no,,,
072318-CA,44,3.679452055,M,titrated,2,4,8,3k,4,5,3k,no,,,
072318-CA,44,3.679452055,M,titrated,2,3,4,3k,3,3,3k,no,,,
072318-CA,44,3.679452055,M,titrated,2,2,2,3k,4,8,3k,no,,,
072318-CA,44,3.679452055,M,titrated,2,3,4,3k,,,3k,no,,,
072318-CA,44,3.679452055,M,titrated,2,2,2,3k,,,3k,no,,,
072418-ER,39,3.293150685,F,titrated,2,1,1,CP,1,1,CP,no,,,
072418-ER,39,3.293150685,F,titrated,2,2,2,CP,2,2,CP,no,,,
072418-ER,39,3.293150685,F,titrated,2,3,3,CP,3,3,CP,no,,,
072418-ER,39,3.293150685,F,titrated,2,4,4,CP,4,4,CP,no,,,
072418-ER,39,3.293150685,F,titrated,2,5,5,CP,5,5,CP,no,,,
072418-ER,39,3.293150685,F,titrated,2,6,6,CP,6,6,CP,no,,,
072418-HS,43,3.605479452,F,titrated,2,1,1,CP,1,1,5k,no,,decrease,1
072418-HS,43,3.605479452,F,titrated,2,2,2,CP,2,2,5k,no,,decrease,1
072418-HS,43,3.605479452,F,titrated,2,3,3,CP,3,3,5k,no,,decrease,1
072418-HS,43,3.605479452,F,titrated,2,4,4,CP,4,4,5k,no,,decrease,1
072418-HS,43,3.605479452,F,titrated,2,5,5,CP,5,5,5k,no,,decrease,1
072418-HS,43,3.605479452,F,titrated,2,6,6,CP,6,4,5k,no,,decrease,1
072418-HS,43,3.605479452,F,titrated,2,,,CP,5,5,5k,no,,decrease,1
072418-HS,43,3.605479452,F,titrated,2,,,CP,6,5,5k,no,,decrease,1
072418-HS,43,3.605479452,F,titrated,2,,,CP,5,5,5k,no,,decrease,1
073118-EF,45,3.761643836,F,titrated,2,1,1,CP,1,1,CP,no,,,
073118-EF,45,3.761643836,F,titrated,2,2,2,CP,2,2,CP,no,,,
073118-EF,45,3.761643836,F,titrated,2,3,3,CP,3,3,CP,no,,,
073118-EF,45,3.761643836,F,titrated,2,4,4,CP,4,4,CP,no,,,
073118-EF,45,3.761643836,F,titrated,2,5,5,CP,5,5,CP,no,,,
073118-EF,45,3.761643836,F,titrated,2,6,6,CP,6,6,CP,no,,,
073118-LM,45,3.8,F,titrated,2,1,1,4k,1,1,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,2,2,4k,2,2,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,3,3,4k,3,3,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,4,5,4k,4,4,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,3,3,4k,5,4,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,4,4,4k,4,4,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,5,3,4k,5,5,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,4,4,4k,6,6,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,5,4,4k,,,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,3,3,4k,,,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,2,2,4k,,,CP,no,,increase,2
073118-LM,45,3.8,F,titrated,2,5,6,4k,,,CP,no,,increase,2
073118-BD,46,3.745205479,F,titrated,2,1,1,CP,1,1,CP,no,,,
073118-BD,46,3.745205479,F,titrated,2,2,2,CP,2,2,CP,no,,,
073118-BD,46,3.745205479,F,titrated,2,3,3,CP,3,3,CP,no,,,
073118-BD,46,3.745205479,F,titrated,2,4,4,CP,4,4,CP,no,,,
073118-BD,46,3.745205479,F,titrated,2,5,5,CP,5,5,CP,no,,,
073118-BD,46,3.745205479,F,titrated,2,6,6,CP,6,6,CP,no,,,
080118-CP,40,3.342465753,M,titrated,2,1,1,CP,1,1,CP,no,,,
080118-CP,40,3.342465753,M,titrated,2,2,2,CP,2,2,CP,no,,,
080118-CP,40,3.342465753,M,titrated,2,3,3,CP,3,3,CP,no,,,
080118-CP,40,3.342465753,M,titrated,2,4,4,CP,4,4,CP,no,,,
080118-CP,40,3.342465753,M,titrated,2,5,6,CP,5,5,CP,no,,,
080118-CP,40,3.342465753,M,titrated,2,4,4,CP,6,6,CP,no,,,
080118-CP,40,3.342465753,M,titrated,2,5,5,CP,,,CP,no,,,
080118-CP,40,3.342465753,M,titrated,2,6,6,CP,,,CP,no,,,
080118-CP,40,3.342465753,M,titrated,2,5,5,CP,,,CP,no,,,
080618-JR,46,3.860273973,F,titrated,2,1,1,CP,1,1,CP,no,,,
080618-JR,46,3.860273973,F,titrated,2,2,2,CP,2,2,CP,no,,,
080618-JR,46,3.860273973,F,titrated,2,3,3,CP,3,3,CP,no,,,
080618-JR,46,3.860273973,F,titrated,2,4,4,CP,4,4,CP,no,,,
080618-JR,46,3.860273973,F,titrated,2,5,5,CP,5,5,CP,no,,,
080618-JR,46,3.860273973,F,titrated,2,6,6,CP,6,6,CP,no,,,
080918-DC,46,3.890410959,M,titrated,2,1,1,4k,1,1,4k,no,,,
080918-DC,46,3.890410959,M,titrated,2,2,2,4k,2,2,4k,no,,,
080918-DC,46,3.890410959,M,titrated,2,3,3,4k,3,3,4k,no,,,
080918-DC,46,3.890410959,M,titrated,2,4,4,4k,4,4,4k,no,,,
080918-DC,46,3.890410959,M,titrated,2,5,8,4k,5,6,4k,no,,,
080918-DC,46,3.890410959,M,titrated,2,4,4,4k,4,4,4k,no,,,
080918-DC,46,3.890410959,M,titrated,2,5,8,4k,5,5,4k,no,,,
080918-DC,46,3.890410959,M,titrated,2,,,4k,6,7,4k,no,,,
080918-DC,46,3.890410959,M,titrated,2,,,4k,5,6,4k,no,,,
081718-MG,33,2.75890411,F,titrated,2,1,1,2k,1,1,2k,no,,,
081718-MG,33,2.75890411,F,titrated,2,2,2,2k,2,2,2k,no,,,
081718-MG,33,2.75890411,F,titrated,2,3,4,2k,3,5,2k,no,,,
081718-MG,33,2.75890411,F,titrated,2,2,2,2k,2,2,2k,no,,,
081718-MG,33,2.75890411,F,titrated,2,3,5,2k,3,5,2k,no,,,
081718-JA,31,3.580821918,M,titrated,2,1,1,0k,1,8,0k,no,,,
081718-JA,31,3.580821918,M,titrated,2,2,8,0k,1,8,0k,no,,,
081718-JA,31,3.580821918,M,titrated,2,1,6,0k,,,0k,no,,,
081718-JA,31,3.580821918,M,titrated,2,1,8,0k,,,0k,no,,,
082218-JC,43,3.621917808,M,titrated,2,1,1,CP,1,1,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,2,2,CP,2,2,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,3,3,CP,3,3,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,4,4,CP,4,6,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,5,5,CP,3,3,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,6,6,CP,4,4,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,,,CP,5,8,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,,,CP,4,4,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,,,CP,5,8,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,,,CP,4,8,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,,,CP,5,5,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,,,CP,6,8,4k,no,,decrease,2
082218-JC,43,3.621917808,M,titrated,2,,,CP,5,8,4k,no,,decrease,2
082718-IB,47,3.961643836,F,titrated,2,1,1,3k,1,1,3k,no,,,
082718-IB,47,3.961643836,F,titrated,2,2,2,3k,2,2,3k,no,,,
082718-IB,47,3.961643836,F,titrated,2,3,3,3k,3,3,3k,no,,,
082718-IB,47,3.961643836,F,titrated,2,4,7,3k,4,4,3k,no,,,
082718-IB,47,3.961643836,F,titrated,2,3,4,3k,5,4,3k,no,,,
082718-IB,47,3.961643836,F,titrated,2,2,2,3k,4,8,3k,no,,,
082718-IB,47,3.961643836,F,titrated,2,3,3,3k,3,2,3k,no,,,
082718-IB,47,3.961643836,F,titrated,2,4,5,3k,2,2,3k,no,,,
082718-IB,47,3.961643836,F,titrated,2,,,3k,3,3,3k,no,,,
083118-ML,46,3.868493151,F,titrated,2,1,1,CP,1,1,CP,no,,,
083118-ML,46,3.868493151,F,titrated,2,2,2,CP,2,2,CP,no,,,
083118-ML,46,3.868493151,F,titrated,2,3,3,CP,3,3,CP,no,,,
083118-ML,46,3.868493151,F,titrated,2,4,4,CP,4,4,CP,no,,,
083118-ML,46,3.868493151,F,titrated,2,5,5,CP,5,5,CP,no,,,
083118-ML,46,3.868493151,F,titrated,2,6,6,CP,6,6,CP,no,,,
091318-ZT,39,3.405479452,F,titrated,2,1,1,CP,1,1,CP,no,,,
091318-ZT,39,3.405479452,F,titrated,2,2,2,CP,2,2,CP,no,,,
091318-ZT,39,3.405479452,F,titrated,2,3,3,CP,3,3,CP,no,,,
091318-ZT,39,3.405479452,F,titrated,2,4,4,CP,4,5,CP,no,,,
091318-ZT,39,3.405479452,F,titrated,2,5,5,CP,3,3,CP,no,,,
091318-ZT,39,3.405479452,F,titrated,2,6,6,CP,4,4,CP,no,,,
091318-ZT,39,3.405479452,F,titrated,2,,,CP,5,5,CP,no,,,
091318-ZT,39,3.405479452,F,titrated,2,,,CP,6,6,CP,no,,,
100118-ZA,38,3.197260274,M,titrated,2,1,1,CP,1,1,CP,no,,,
100118-ZA,38,3.197260274,M,titrated,2,2,2,CP,2,2,CP,no,,,
100118-ZA,38,3.197260274,M,titrated,2,3,3,CP,3,3,CP,no,,,
100118-ZA,38,3.197260274,M,titrated,2,4,4,CP,4,4,CP,no,,,
100118-ZA,38,3.197260274,M,titrated,2,5,5,CP,5,5,CP,no,,,
100118-ZA,38,3.197260274,M,titrated,2,6,6,CP,6,6,CP,no,,,
101718-RD,31,2.602739726,M,titrated,2,1,1,0k,1,1,1k,no,,increase,1
101718-RD,31,2.602739726,M,titrated,2,2,1,0k,2,5,1k,no,,increase,1
101718-RD,31,2.602739726,M,titrated,2,1,1,0k,1,1,1k,no,,increase,1
101718-RD,31,2.602739726,M,titrated,2,2,2,0k,2,8,1k,no,,increase,1
101718-RD,31,2.602739726,M,titrated,2,3,5,0k,,,1k,no,,increase,1
101718-RD,31,2.602739726,M,titrated,2,2,1,0k,,,1k,no,,increase,1
101718-LH,46,3.846575342,F,titrated,2,1,1,CP,1,1,CP,no,,,
101718-LH,46,3.846575342,F,titrated,2,2,2,CP,2,2,CP,no,,,
101718-LH,46,3.846575342,F,titrated,2,3,3,CP,3,3,CP,no,,,
101718-LH,46,3.846575342,F,titrated,2,4,4,CP,4,4,CP,no,,,
101718-LH,46,3.846575342,F,titrated,2,5,5,CP,5,5,CP,no,,,
101718-LH,46,3.846575342,F,titrated,2,6,6,CP,6,6,CP,no,,,
102618-RB,30,2.526027397,M,titrated,2,1,8,0k,1,2,0k,no,,,
102618-RB,30,2.526027397,M,titrated,2,1,8,0k,1,1,0k,no,,,
102618-RB,30,2.526027397,M,titrated,2,1,1,0k,2,8,0k,no,,,
102618-RB,30,2.526027397,M,titrated,2,2,8,0k,1,8,0k,no,,,
102918-IG,30,2.62739726,F,titrated,2,1,1,CP,1,1,CP,no,,,
102918-IG,30,2.62739726,F,titrated,2,2,2,CP,2,2,CP,no,,,
102918-IG,30,2.62739726,F,titrated,2,3,3,CP,3,3,CP,no,,,
102918-IG,30,2.62739726,F,titrated,2,4,4,CP,4,4,CP,no,,,
102918-IG,30,2.62739726,F,titrated,2,5,6,CP,5,5,CP,no,,,
102918-IG,30,2.62739726,F,titrated,2,4,4,CP,6,6,CP,no,,,
102918-IG,30,2.62739726,F,titrated,2,5,5,CP,,,CP,no,,,
102918-IG,30,2.62739726,F,titrated,2,6,6,CP,,,CP,no,,,
102918-NM,38,3.191780822,M,titrated,2,1,8,0k,1,8,0k,no,,,
102918-NM,38,3.191780822,M,titrated,2,1,1,0k,1,8,0k,no,,,
102918-NM,38,3.191780822,M,titrated,2,2,2,0k,1,8,0k,no,,,
102918-NM,38,3.191780822,M,titrated,2,3,8,0k,,,0k,no,,,
102918-NM,38,3.191780822,M,titrated,2,2,3,0k,,,0k,no,,,
102918-NM,38,3.191780822,M,titrated,2,1,8,0k,,,0k,no,,,
110618-AM,40,2.556164384,M,titrated,2,1,8,0k,1,8,0k,no,,,
110618-AM,40,2.556164384,M,titrated,2,1,8,0k,1,8,0k,no,,,
110618-AM,40,2.556164384,M,titrated,2,1,8,0k,1,8,0k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,1,1,2k,1,1,2k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,2,2,2k,2,2,2k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,3,3,2k,3,3,2k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,4,4,2k,4,5,2k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,5,8,2k,3,8,2k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,4,5,2k,2,2,2k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,3,6,2k,3,8,2k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,2,2,2k,2,2,2k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,3,6,2k,,,2k,no,,,
110618-MLC,44,3.632876712,F,titrated,2,2,2,2k,,,2k,no,,,
110218-LM,43,3.547945205,F,titrated,2,1,1,2k,1,1,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,2,3,2k,2,1,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,1,1,2k,1,1,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,2,2,2k,2,2,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,3,4,2k,3,4,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,2,2,2k,2,2,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,3,3,2k,3,3,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,4,2,2k,4,4,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,3,3,2k,5,4,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,4,4,2k,4,3,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,5,3,2k,3,3,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,4,4,2k,4,4,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,5,5,2k,5,5,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,6,4,2k,6,7,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,5,5,2k,5,5,3k,no,,increase,1
110218-LM,43,3.547945205,F,titrated,2,6,6,2k,6,6,3k,no,,increase,1
110718-CR2,46,3.849315068,M,titrated,2,1,1,CP,1,1,CP,no,,,
110718-CR2,46,3.849315068,M,titrated,2,2,2,CP,2,2,CP,no,,,
110718-CR2,46,3.849315068,M,titrated,2,3,3,CP,3,3,CP,no,,,
110718-CR2,46,3.849315068,M,titrated,2,4,4,CP,4,4,CP,no,,,
110718-CR2,46,3.849315068,M,titrated,2,5,5,CP,5,5,CP,no,,,
110718-CR2,46,3.849315068,M,titrated,2,6,6,CP,6,6,CP,no,,,
110718-MC,44,3.682191781,M,titrated,2,1,1,3k,1,1,3k,no,,,
110718-MC,44,3.682191781,M,titrated,2,2,2,3k,2,2,3k,no,,,
110718-MC,44,3.682191781,M,titrated,2,3,3,3k,3,3,3k,no,,,
110718-MC,44,3.682191781,M,titrated,2,4,5,3k,4,5,3k,no,,,
110718-MC,44,3.682191781,M,titrated,2,3,3,3k,3,3,3k,no,,,
110718-MC,44,3.682191781,M,titrated,2,4,6,3k,4,6,3k,no,,,
110718-MC,44,3.682191781,M,titrated,2,3,3,3k,3,3,3k,no,,,
110718-HS,44,3.717808219,F,titrated,2,1,1,2k,1,1,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,2,2,2k,2,2,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,3,3,2k,3,3,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,4,3,2k,4,3,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,3,3,2k,3,4,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,4,4,2k,2,2,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,5,3,2k,3,5,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,4,3,2k,2,2,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,3,3,2k,,,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,3,4,2k,,,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,2,2,2k,,,2k,no,,,
110718-HS,44,3.717808219,F,titrated,2,2,2,2k,,,2k,no,,,
110718-CC,43,3.610958904,F,titrated,2,1,1,1k,1,1,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,2,3,1k,2,8,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,1,1,1k,1,1,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,2,2,1k,2,8,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,3,3,1k,1,2,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,4,4,1k,2,3,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,5,4,1k,,,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,4,4,1k,,,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,5,6,1k,,,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,4,8,1k,,,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,3,8,1k,,,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,2,8,1k,,,1k,no,,,
110718-CC,43,3.610958904,F,titrated,2,1,1,1k,,,1k,no,,,
110718-CR,43,3.589041096,M,titrated,2,1,1,3k,1,1,1k,no,,decrease,2
110718-CR,43,3.589041096,M,titrated,2,2,2,3k,2,3,1k,no,,decrease,2
110718-CR,43,3.589041096,M,titrated,2,3,3,3k,1,1,1k,no,,decrease,2
110718-CR,43,3.589041096,M,titrated,2,4,5,3k,2,3,1k,no,,decrease,2
110718-CR,43,3.589041096,M,titrated,2,3,7,3k,1,1,1k,no,,decrease,2
110718-CR,43,3.589041096,M,titrated,2,2,8,3k,2,3,1k,no,,decrease,2
110718-CR,43,3.589041096,M,titrated,2,1,1,3k,,,1k,no,,decrease,2
110718-CR,43,3.589041096,M,titrated,2,2,2,3k,,,1k,no,,decrease,2
110718-CR,43,3.589041096,M,titrated,2,3,3,3k,,,1k,no,,decrease,2
110718-CR,43,3.589041096,M,titrated,2,4,5,3k,,,1k,no,,decrease,2
110718-MS,33,2.701369863,F,titrated,2,1,8,0k,1,8,0k,no,,,
110718-MS,33,2.701369863,F,titrated,2,1,8,0k,1,8,0k,no,,,
110718-MS,33,2.701369863,F,titrated,2,1,8,0k,1,8,0k,no,,,
111418-BT,47,3.893150685,M,titrated,2,1,1,2k,1,1,2k,no,,,
111418-BT,47,3.893150685,M,titrated,2,2,2,2k,2,2,2k,no,,,
111418-BT,47,3.893150685,M,titrated,2,3,6,2k,3,4,2k,no,,,
111418-BT,47,3.893150685,M,titrated,2,2,2,2k,2,2,2k,no,,,
111418-BT,47,3.893150685,M,titrated,2,3,8,2k,3,8,2k,no,,,
111418-OH,42,3.526027397,F,titrated,2,1,1,1k,1,1,1k,no,,,
111418-OH,42,3.526027397,F,titrated,2,2,3,1k,2,3,1k,no,,,
111418-OH,42,3.526027397,F,titrated,2,1,1,1k,1,1,1k,no,,,
111418-OH,42,3.526027397,F,titrated,2,2,3,1k,2,4,1k,no,,,
111418-OH,42,3.526027397,F,titrated,2,1,1,1k,1,1,1k,no,,,
111418-OH,42,3.526027397,F,titrated,2,2,8,1k,2,3,1k,no,,,
111418-AK,47,3.928767123,M,titrated,2,1,1,CP,1,1,CP,no,,,
111418-AK,47,3.928767123,M,titrated,2,2,2,CP,2,2,CP,no,,,
111418-AK,47,3.928767123,M,titrated,2,3,3,CP,3,3,CP,no,,,
