SID,Age,Sex,Language,Knower_level,Task,Trial_number,Task_item,Response,cite
011619-JR,5.048596851,M,English,CP,Give_N,6,6,6,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
011619-JR,5.048596851,M,English,CP,Give_N,7,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
011619-JR,5.048596851,M,English,CP,Give_N,8,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
011619-JR,5.048596851,M,English,CP,Give_N,9,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
011619-JR,5.048596851,M,English,CP,Give_N,10,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
011619-JR,5.048596851,M,English,CP,Give_N,11,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
011619-JR,5.048596851,M,English,CP,Give_N,12,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
011619-JR,5.048596851,M,English,CP,Give_N,13,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
011619-JR,5.048596851,M,English,CP,Give_N,14,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
011619-JR,5.048596851,M,English,CP,Give_N,15,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,1,3,3,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,2,4,6,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,3,3,3,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,4,4,7,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,5,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,6,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,7,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,8,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,9,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,10,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,11,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,12,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,13,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,14,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EK,3.986310746,F,English,3,Give_N,15,NA,NA,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EC,4.013689254,F,English,4,Give_N,1,3,3,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EC,4.013689254,F,English,4,Give_N,2,4,4,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EC,4.013689254,F,English,4,Give_N,3,5,5,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EC,4.013689254,F,English,4,Give_N,4,6,5,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EC,4.013689254,F,English,4,Give_N,5,5,5,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
012419-EC,4.013689254,F,English,4,Give_N,6,6,5,"Schneider, R.M., & Barner, D. (2020). Children use one-to-one correspondence to establish equality after learning to count. 42nd Annual Meeting of the Cognitive Science Society."
