SID,Age,Sex,Language,Knower_level,Task,Trial_number,Task_item,Response,cite
100619-EV,3.290896646,F,English,CP,Give_N,12,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
100619-EV,3.290896646,F,English,CP,Give_N,13,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
100619-EV,3.290896646,F,English,CP,Give_N,14,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
100619-EV,3.290896646,F,English,CP,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,1,1,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,2,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,3,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,4,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,5,5,5,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,6,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,7,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,8,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,9,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,10,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,11,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,12,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,13,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,14,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-AR,4.629705681,F,English,CP,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,1,1,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,2,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,3,3,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,4,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,5,3,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,6,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,7,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,8,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,9,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,10,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,11,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,12,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,13,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,14,NA,NA,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101419-CP,3.575633128,M,English,2,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,1,1,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,2,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,3,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,4,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,5,5,5,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,6,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,7,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,8,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,9,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,10,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,11,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,12,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,13,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,14,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MW,3.93155373,F,English,CP,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,1,1,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,2,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,3,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,4,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,5,5,5,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,6,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,7,,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,8,,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,9,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,10,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,11,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,12,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,13,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,14,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-MN,3.882272416,F,English,CP,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,1,1,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,2,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,3,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,4,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,5,5,5,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,6,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,7,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,8,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,9,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,10,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,11,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,12,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,13,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,14,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-E,4.97467488,F,English,CP,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,1,NA,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,2,NA,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,3,NA,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,4,NA,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,5,NA,5,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,6,NA,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,7,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,8,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,9,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,10,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,11,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,12,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,13,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,14,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-I,4.728268309,F,English,CP,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,1,1,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,2,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,3,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,4,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,5,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,6,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,7,5,10,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,8,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,9,4,5,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,10,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,11,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,12,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,13,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,14,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
101919-SL,4.553045859,M,English,3,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,1,1,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,2,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,3,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,4,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,5,5,5,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,6,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,7,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,8,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,9,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,10,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,11,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,12,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,13,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,14,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102719-I,4.703627652,F,English,CP,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,1,1,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,2,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,3,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,4,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,5,5,5,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,6,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,7,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,8,6,6,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,9,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,10,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,11,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,12,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,13,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,14,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-M,4.052019165,M,English,CP,Give_N,15,NA,,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-H,4.377823409,F,English,CP,Give_N,1,1,1,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-H,4.377823409,F,English,CP,Give_N,2,2,2,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-H,4.377823409,F,English,CP,Give_N,3,3,3,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-H,4.377823409,F,English,CP,Give_N,4,4,4,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
102619-H,4.377823409,F,English,CP,Give_N,5,5,5,"Schneider, R.M, Feiman, R., & Barner, D. (unpublished dataset)."
